feature_1,feature_2,feature_3,feature_4
-0.34917738578058,-0.7204688037377927,-0.6530206371886602,0.046462096261451785
-2.1524489620680654,-0.6245863054199241,-2.4831637470828483,0.42196890641011414
1.930332928102366,-0.041467631581275866,1.9838166930292274,-0.39979291754246127
-0.019691564641003412,1.4778600440795004,0.5767869500441865,0.056554552797821775
-1.5383168918922516,1.4886087353284594,-0.9927543539667987,0.3703014033423534
0.9682168283875883,-0.7029016341507226,0.7194094747802726,-0.22475541197579874
-1.870279006626644,0.8125448820285793,-1.6099894997380424,0.41478835869239566
3.374042813944251,-1.0070223106657379,3.089884741680194,-0.7319943193655768
-0.14804345270200187,1.5774835483747376,0.48402192231890484,0.0865781577758575
0.4784817695324461,0.1366677537170622,0.5511193588103709,-0.09387946383952187
-0.8987230389731315,2.223172531498526,-0.03305391957470416,0.26441312466943806
-1.4590873032356755,1.5917095449219283,-0.8689793080204437,0.35761452486632517
1.9567606444321646,-0.07830966557338837,1.9963183946984322,-0.4065547905501374
-1.3419970161397803,0.6060237853404626,-1.1459385097184605,0.2984432035290171
-1.9225461674472368,1.0591791495559257,-1.5644950088347473,0.43433363238100636
1.992972097053752,-0.13191217370963937,2.0121870268331183,-0.41593082193758235
2.07611056926222,-0.14432432929974892,2.0933350434687323,-0.43352712713354596
-0.8827329888870687,-1.7084088152404675,-1.605212244565388,0.12147008926388955
3.1603428819788038,-1.011691108143728,2.8665221001376278,-0.6880636257233854
-0.5835467418646998,-1.157548586824383,-1.0725396992932885,0.07929932997847866
1.5376756610195954,0.2685239878754462,1.7021373786934302,-0.3077585241429117
0.6015966618533712,0.9792540624583971,1.0191985880049372,-0.08935663042516827
-1.5542893153970505,2.68124842598376,-0.5273688943722021,0.41595794556183235
-1.456977200355417,1.1362856906365422,-1.0508266768876322,0.3410031779453571
-0.3157676891126976,-2.122575292968069,-1.184978690908924,-0.01023251770151426
-1.205210156237354,1.7017585988105355,-0.5613939130343604,0.30913628848603586
2.300359033249888,-0.7395791912329945,2.085204231444749,-0.5009428229195069
-0.9078419056044487,-1.6637509602858527,-1.6131888284754918,0.12823743634723522
0.12727413412783672,1.364599368568012,0.683332399190814,0.02220565730988533
-1.3080976668125683,2.055189888087427,-0.525205651796718,0.3429202231414591
-0.27584579561994915,2.5749561562663956,0.7546422798819463,0.14837853894637654
-0.21060896474775453,1.5848160070590533,0.4221427936450348,0.09974885407171569
-0.7764495044618638,2.034137390073816,0.017280829875644055,0.23246801559628696
-1.2260458585438831,-0.9827804898455774,-1.6677951386847172,0.21808512768072194
-1.724163253198606,-2.8461103157849603,-2.9369991877041315,0.254688067109437
-0.3211052192334064,-0.6899752512637054,-0.6116047102898645,0.041752547532013295
-1.4782296484568822,0.09568226127013679,-1.4933545299612194,0.30842799446378566
1.51135606033909,0.2791824898958285,1.6791671067072378,-0.3019489580223231
-1.0950378958364881,1.0283162758090407,-0.7193470322734352,0.2624828778698598
3.197495578712719,-0.47769079555871563,3.1208132672811484,-0.6767631622060124
1.0997502853045025,-1.5967588374834683,0.49452640865965836,-0.28364544595995167
-0.02702043803993015,-0.7318742524838904,-0.3237499793829969,-0.020419401295733747
1.0291744891426942,-1.148473255932981,0.6025322305777889,-0.25315989040817277
-1.6172296283626841,-1.6237689478836974,-2.332233113695344,0.27603816665471514
2.0116534634990284,-1.2870735591514488,1.5647538579903764,-0.4608151788582795
-0.8417431602347558,1.1935026187583362,-0.3900845686399217,0.21608320973518969
2.590527716008886,-0.5169292577662638,2.4759031229860033,-0.5529103354041849
-1.4880839934779166,1.3164225184767675,-1.0102730852504833,0.35382017180799796
1.6018395647073587,-1.1953968525374103,1.1770737740087753,-0.3729947502041421
-1.4884643457278877,0.30759481219954676,-1.4183289589542187,0.3180666993816495
-1.6321154721291231,2.7034603311029457,-0.5990512675218604,0.4328061374040407
-2.1926112367145754,3.1356282995039186,-1.005305571168094,0.5638131540283167
-0.08569300578154027,1.498089962522883,0.5165586582709307,0.07089234296073489
-1.6096804832021552,1.2340341778067287,-1.1695868775620406,0.3759850432987897
-1.57766837043506,2.665313959633461,-0.55803769171086,0.42021619642022223
1.4894154445949574,-0.7636245968165887,1.2350355593591806,-0.33446040999683546
0.19678425786671533,-0.8260833012562014,-0.12987087288425747,-0.06994717527223757
-1.2345828103762102,-0.14799980896617781,-1.3393124880273142,0.24949679283384876
-1.435969326981472,-1.877203961775583,-2.2467888288984246,0.22963388379665325
0.45713833945693605,-0.09105764216737722,0.4369767183297797,-0.09756373714189111
-1.450359641901316,-2.2813301229969936,-2.425007916503199,0.21824937519965965
-1.4538732515004091,-1.8248958994627698,-2.2442068402929953,0.23518621942761544
0.4580292670202109,1.0916369815223461,0.9158204031494238,-0.0557401441688721
1.1662497921893997,-1.049927147630204,0.7844173407580147,-0.277944883543145
0.9063289491773938,1.3469911299795223,1.4836199281506142,-0.13917604694126673
-0.9522783641492074,2.1875823428907615,-0.1029398040581353,0.27420004402349957
1.934018554579318,-1.5090546274843313,1.394592665437798,-0.452679797033242
0.9311035261459808,-1.1644275952100795,0.49444561912586615,-0.23348983064348328
-1.8965970885767063,-0.37896526283640397,-2.1187478808487894,0.37789849110084994
-0.903102404913863,0.9915017403449424,-0.5353039770914851,0.22156980780735053
-0.26261980023171805,-2.020644318009868,-1.0887071245927875,-0.01757904412272923
2.2223424717521207,-0.5947883020174843,2.0628580127797522,-0.47970153070195354
-1.1298569153284252,-0.8202054668082617,-1.5024104244427174,0.20401115239054876
-0.5959800810675397,-0.8949807858976745,-0.979323268406657,0.09119091393462994
0.6070932872726511,0.981670276176913,1.0258716021977747,-0.09040502720071
-1.997728410623121,1.0890211879835858,-1.6303539676266072,0.4509072685526241
-1.508726951099631,1.0223283952574849,-1.1505089992552677,0.3476340457715341
0.23123889043029885,0.56903546148795,0.4695972434648139,-0.027504412809009185
