feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,TARGET
-0.685563676189871,-0.8626832428041079,-0.6424242685100457,0.7287375396339374,-1.5754650538168185,1.1640967350018516,0.7061334748057277,2
-0.29355209082359224,1.2575404327793822,-0.6194733436615603,0.08093866787833388,-0.6697871270883279,-0.0075913966462798355,-0.03398240282731164,2
-1.0845261323167024,-0.6832051068386725,0.21523669457319286,-0.36681659175390613,0.5318285677964374,-0.5073452439663038,-0.8751076638457833,2
-0.3654405091255093,-1.4594647198635575,-1.2056628067608075,0.22705756311708378,-1.369435334414078,0.09278729103257621,-0.346613765573891,2
-0.775779523189509,2.002410271244543,-0.12214787196714132,0.4654045689446916,-0.7994032136732102,0.8498447739432762,1.2251908504658664,1
-0.15573052198434023,-1.451632766942867,1.3963666657193392,0.4028306215494855,0.6546161416036022,1.1168016906124671,-0.8541019030485265,2
-2.249939491496394,-0.9362132360059638,2.3128718545610694,0.8596023442719731,0.5999041464022947,2.342524546597587,0.6980119138752295,1
0.14615910834997803,0.23720605648307436,-0.9206612916616723,0.837791509850659,-1.8568822221617458,1.2161627336552658,-0.30378128725725506,2
-0.43491420679475734,-0.8243309038128526,-0.590817706485581,-0.8741626148780622,0.5762350379760638,-1.6817677519635308,-0.2167167062955557,0
-0.10498628032990764,0.2801479207129053,0.7541518887806785,-0.3134024911551561,1.039411817734114,-0.3364059043383998,0.05748137882787817,0
-0.2007245908142269,0.3781691675398209,-2.270607454828283,-0.2667170432189748,-1.6214165556559899,-1.093122241321797,-0.330127015853692,0
1.4151175981772963,-0.2764216513340301,-2.6218459998765447,-0.636755002583189,-1.2517389590890504,-1.9704284678049542,1.0546784305808312,2
1.2142924322236301,0.7568351961886067,-1.805216153123778,-0.1579619915671371,-1.1971381035818034,-0.8778383585802518,0.34559253638387655,0
1.5921962462196417,-0.44493223410842814,-2.1108105297983912,0.0020744154002263846,-1.621597478244269,-0.7084973869173692,1.199737507125542,0
-0.692483745923139,0.8751350139691444,0.9095526422714566,-0.038674603139825056,0.7469724234150308,0.23881243178881084,0.27966213824934777,0
1.3695081273781669,0.7118183051602385,0.27676238727003816,-0.18263485113535763,0.6352058331945303,-0.3505585779319046,-0.6455942627866985,0
1.5392127616075806,-1.3993961770266825,1.3063361084217997,0.4363631424452819,0.7340241442875555,1.021943131267124,1.887372682091233,2
1.9196503627420067,0.027574007906951543,2.4883500639093765,0.8499211696029149,1.2545081056471101,2.0569165655887645,-1.81178162623658,2
0.1906048885725078,-1.5586157985407179,-0.3798341689680787,-0.17327815598166155,-0.0779975284689447,-0.42799335366185065,0.8300184672272682,0
-0.7895553283831442,-0.47472217896636704,-0.4718499851281107,0.5085553893499553,-1.156291994321885,0.8294843019710769,-0.6169204571127128,1
-1.5888610281264075,0.06200301676472874,0.15269515653943028,0.7860391650526318,-1.075729934632424,1.5570534142692831,1.343520246342989,1
0.8039673038833016,-2.700971790638199,-0.10759943003829202,0.3865023624131544,-0.4983130476876354,0.5937399744733887,-0.5481295257577148,1
-0.6861533184073239,0.4024099876135756,-1.62616986211088,0.04930119160959123,-1.5367572140501056,-0.31558615339356977,1.502397450998509,1
-1.3822152720815488,-1.6433735603937127,-0.0037181134137892146,-0.14582351724102388,0.0228101965630646,-0.15424569176079217,0.21153449122014306,2
2.0430152955569953,1.1655767183401895,3.2650917082026987,1.5577856893278055,1.0162465470908622,3.5196894695489354,-0.13082075078011746,2
-0.21502503747167007,1.6644600255308146,0.35125295839514525,0.48297885144554,-0.35083538189515834,0.9708122007520472,0.5597106395068002,1
-0.919127584946603,0.3254517492743146,0.2015636833880028,-0.3989148647369841,0.5812475121834558,-0.5806660794327337,0.06483634859470205,0
-1.7226031004004163,2.2176332444962883,0.6236147237727568,0.727620757808349,-0.6126952971305357,1.5955208206840508,1.478930263228635,1
-2.052418470543901,0.07664617032468887,0.005589233581052041,-0.9035054599050225,0.9339584101082731,-1.4436242661436112,-1.1175563046492727,2
-0.123286486370905,-0.5245788941464782,0.4915759495521236,0.15921309542567488,0.19981644542616162,0.42921644444257656,-0.1244727450410673,2
-0.6805509437499749,-0.39137124536423545,-0.33935306363409035,-0.6559300723045596,0.4795864746627453,-1.2058352200327427,0.07162975181403979,0
-1.2632048890835885,1.8022862096407277,-1.8107136364432357,0.19390099565640403,-1.9502416754374399,-0.06698709228675992,-0.8998195035290595,1
1.9690614588259792,0.06166450867308638,-1.1379389869155934,-0.03953308188489216,-0.6904828020315524,-0.5386035765731434,-0.3204497555819868,0
-0.5182631969359137,0.1276826321630242,0.7773882433232879,-0.19857862597968617,0.8616947597272173,-0.09489327070804232,-1.3427956906329046,0
2.5716570685007243,-0.2712186362502093,-0.5892100411505071,0.10188810559454424,-0.33305504793717283,-0.1802104857817306,-1.6620306948086998,0
2.3298070402263047,-1.5334022754551424,-1.3091528800390992,-0.06519548033922516,-0.7612091376174555,-0.6594973389282651,-1.9728484957751322,0
-0.2746699045226827,1.302035368547272,-0.6777374890031709,-0.8831788892266232,0.5324281813127827,-1.7342869458324814,1.8395237763969718,0
1.2773598840625815,0.16615167825817503,-0.1262934911608759,0.45999228404862813,-0.5537420838496225,0.6827159314192179,-0.38065098883830684,1
0.9573582912631011,-1.5266072154088095,-2.074336185128867,0.19713293921434152,-1.9181337319446115,-0.30418399410491115,0.0890119515340045,2
-2.696782348899073,-0.24838766031876258,-0.8024216230761172,-1.2646672802370278,0.6345401834848491,-2.2609216069511495,-0.3973339558614509,2
-0.6096017572390262,-0.9321660939248128,1.3055358020831302,1.1734694282844285,-0.4757067636966589,2.491938716577861,0.3004396507943267,1
-0.6244827169965905,-0.4872785048407999,-1.2451458212819946,-1.2685184293990062,0.5050406640222529,-2.5495196071301502,0.4265550011865361,0
-2.7074293517057217,-0.7358246824549546,-0.33152773956638903,-0.5174497985426173,0.06766665852223408,-0.8038067151944849,1.4962782291636054,2
1.7891439181643916,1.4421738364743821,-0.5059461872015294,-0.08253521124658891,-0.11501137211408152,-0.42420181217231684,0.5860743155952336,0
0.9172622232976728,-1.0103024940931298,-1.1276393023372597,-0.22026010506646243,-0.5714494968087496,-0.775959017571823,-0.19791210062451628,0
-3.790870162151821,-1.3587755028997357,1.3610146673464079,-0.3380540504529456,1.156012144610934,0.07051567029337902,0.7191748044821729,2
-1.228569687851748,-1.5083566637438066,-1.271270634773672,-0.036526435570931555,-1.1857045843254403,-0.327055896212942,-2.4776140525377834,2
-2.302414060219725,-0.6818309552196,2.215278245778476,1.1345622782436153,0.15372846554412944,2.8065808365047413,-1.0627641310056266,1
-0.5301860599479857,-0.9594576287710481,0.7881221160441325,-0.07754748554180074,0.7125740376983536,0.12355346438729564,0.9809404220101728,2
